2021-10-30 12:36:37.881963;[SOLICITA TOKEN];https://192.168.202.26:44300/sap/opu/odata/sap//ZGW_ROBOT_SRV/?$format=json 
2021-10-30 12:36:39.149896;[SOLICITA TOKEN];{"d":{"EntitySets":["I1_ATRIBUTOS_CAJASet","MENSAJESSet","I2_REGISTRO_PESOSet","I1_DETALLE_CAJASet","I3_APERTURA_PALLETSet","I4_ASIGNACION_PALLETSet","I5_CIERRE_PALLETSet","I1_LECTURA_LOTESet"]}} 
2021-10-30 12:36:39.151366;[SOLICITA TOKEN];{'status': 1, 'token': 'bPHtcl5fEz-gs7-Jt-ueRA==', 'coockie': 'sap-usercontext=sap-client=120; SAP_SESSIONID_DEV_120=ulmjFDrKIaO9iL-IyGpSWixy9785lxHsm38ADTqZeS8%3d'} 
2021-10-30 12:36:39.152048;[ABRE PALLET];https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet 
2021-10-30 12:36:40.427922;[ABRE PALLET];{"d":{"__metadata":{"id":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet('1000024215')","uri":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet('1000024215')","type":"ZGW_ROBOT_SRV.I3_APERTURA_PALLET"},"Caja":"1000024215","ePallet":"1000024508","I3AperturaPallet_To_MensajeNav":{"results":[{"__metadata":{"id":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/MENSAJESSet('00000000001000024215')","uri":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/MENSAJESSet('00000000001000024215')","type":"ZGW_ROBOT_SRV.MENSAJES"},"Key":"00000000001000024215","Type":"S","Id":"ZMM_ROBOT","Number":"009","Message":"Se creó el pallet 1000024508","MessageV1":"1000024508","MessageV2":"","MessageV3":"","MessageV4":""}]}}} 
2021-10-30 12:38:36.787291;[SOLICITA TOKEN];https://192.168.202.26:44300/sap/opu/odata/sap//ZGW_ROBOT_SRV/?$format=json 
2021-10-30 12:38:38.217120;[SOLICITA TOKEN];{"d":{"EntitySets":["I1_ATRIBUTOS_CAJASet","MENSAJESSet","I2_REGISTRO_PESOSet","I1_DETALLE_CAJASet","I3_APERTURA_PALLETSet","I4_ASIGNACION_PALLETSet","I5_CIERRE_PALLETSet","I1_LECTURA_LOTESet"]}} 
2021-10-30 12:38:38.218134;[SOLICITA TOKEN];{'status': 1, 'token': 'hf9ApjFyj6mMqbt29XW4sg==', 'coockie': 'sap-usercontext=sap-client=120; SAP_SESSIONID_DEV_120=L5_LAIaykfxOyZ5wPv8hmXNfvbE5lxHsm9EADTqZeS8%3d'} 
2021-10-30 12:38:38.219424;[ABRE PALLET];https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet 
2021-10-30 12:38:39.515346;[ABRE PALLET];{"d":{"__metadata":{"id":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet('1000024215')","uri":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/I3_APERTURA_PALLETSet('1000024215')","type":"ZGW_ROBOT_SRV.I3_APERTURA_PALLET"},"Caja":"1000024215","ePallet":"1000024509","I3AperturaPallet_To_MensajeNav":{"results":[{"__metadata":{"id":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/MENSAJESSet('00000000001000024215')","uri":"https://192.168.202.26:44300/sap/opu/odata/sap/ZGW_ROBOT_SRV/MENSAJESSet('00000000001000024215')","type":"ZGW_ROBOT_SRV.MENSAJES"},"Key":"00000000001000024215","Type":"S","Id":"ZMM_ROBOT","Number":"009","Message":"Se creó el pallet 1000024509","MessageV1":"1000024509","MessageV2":"","MessageV3":"","MessageV4":""}]}}} 
